id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link
1000779531655958528,2018-05-27,16:43:28,SE Asia Standard Time,39393977,irzaip, https://www.facebook.com/irza.pulungan/posts/10156601718773394 …,0,0,0,,[],https://twitter.com/irzaip/status/1000779531655958528/
995574995937058816,2018-05-13,08:02:30,SE Asia Standard Time,39393977,irzaip,Sepakat dgn bapak ustad ini.  https://www.facebook.com/irza.pulungan/posts/10156567280818394 …,0,0,0,,[],https://twitter.com/irzaip/status/995574995937058816/
995515856862855168,2018-05-12,04:07:30,SE Asia Standard Time,39393977,irzaip,Turut berduka cita untuk korban teroris jahanam,0,0,0,,[],https://twitter.com/irzaip/status/995515856862855168/
992715304504524801,2018-05-05,10:39:07,SE Asia Standard Time,39393977,irzaip, https://www.facebook.com/irza.pulungan/posts/10156548325298394 …,0,0,1,,[],https://twitter.com/irzaip/status/992715304504524801/
991921379657347072,2018-05-02,06:04:20,SE Asia Standard Time,39393977,irzaip,hewan imut dan bernilai:KELINCIKING,0,0,0,,[],https://twitter.com/irzaip/status/991921379657347072/
991500318012682240,2018-05-01,02:11:11,SE Asia Standard Time,39393977,irzaip,I posted a new video to Facebook https://www.facebook.com/irza.pulungan/videos/10156539222743394/ …,0,0,0,,[],https://twitter.com/irzaip/status/991500318012682240/
990935353119866881,2018-04-30,12:46:13,SE Asia Standard Time,39393977,irzaip,Hasil kolaborasi:#TetapGanti,0,0,0,,['#TetapGanti'],https://twitter.com/irzaip/status/990935353119866881/
990582450387537920,2018-04-29,13:23:54,SE Asia Standard Time,39393977,irzaip, https://www.facebook.com/irza.pulungan/posts/10156533244708394 …,0,0,1,,[],https://twitter.com/irzaip/status/990582450387537920/
990531807425826816,2018-04-29,10:02:40,SE Asia Standard Time,39393977,irzaip,#percepatGanti,0,0,0,,['#percepatGanti'],https://twitter.com/irzaip/status/990531807425826816/
989787819651551232,2018-04-27,08:46:20,SE Asia Standard Time,39393977,irzaip,"Kalau saya presiden, satu dolar di 8000 rupiah.*Ini harapan, bukan janji.",0,0,1,,[],https://twitter.com/irzaip/status/989787819651551232/
989366892287606786,2018-04-25,04:53:43,SE Asia Standard Time,39393977,irzaip,di IndonesiaImpresionisme:-seni memberi impresi-,0,0,1,,[],https://twitter.com/irzaip/status/989366892287606786/
988712572164739072,2018-04-24,09:33:41,SE Asia Standard Time,39393977,irzaip,Jangan berbuat jahat pada orang lain.sebaliknya˙uᴉɐl ƃuɐɹo ɐpɐd ʇɐɥɐɾ ʇɐnqɹǝq uɐƃuɐſ,0,0,0,,[],https://twitter.com/irzaip/status/988712572164739072/
986208422159765506,2018-04-17,11:43:05,SE Asia Standard Time,39393977,irzaip,Sudah lama gak twweettt,0,0,1,,[],https://twitter.com/irzaip/status/986208422159765506/
984644029424984064,2018-04-12,04:06:45,SE Asia Standard Time,39393977,irzaip,def happiness():    do Alhamdulillah()while live:    happiness(),0,0,0,,[],https://twitter.com/irzaip/status/984644029424984064/
984608109032165376,2018-04-12,01:44:00,SE Asia Standard Time,39393977,irzaip,Selamat beribadah hari Jumat teman teman,0,0,0,,[],https://twitter.com/irzaip/status/984608109032165376/
984265328661118976,2018-04-11,03:01:55,SE Asia Standard Time,39393977,irzaip,"AlQuran Kalamullah sedangkan Realitas dan Fiksi adanya di dimensi manusia. Jadi BENAR, tapi gak nyambung.",0,0,1,,[],https://twitter.com/irzaip/status/984265328661118976/
